Citizenship Country,Apprehension AOR,n_arrests
THAILAND,Atlanta Area of Responsibility,1
THAILAND,Baltimore Area of Responsibility,1
THAILAND,Boston Area of Responsibility,1
THAILAND,Chicago Area of Responsibility,3
THAILAND,Dallas Area of Responsibility,4
THAILAND,Denver Area of Responsibility,1
THAILAND,Houston Area of Responsibility,2
THAILAND,Los Angeles Area of Responsibility,3
THAILAND,Miami Area of Responsibility,5
THAILAND,New Orleans Area of Responsibility,1
THAILAND,Newark Area of Responsibility,2
THAILAND,Philadelphia Area of Responsibility,1
THAILAND,Phoenix Area of Responsibility,3
THAILAND,Salt Lake City Area of Responsibility,1
THAILAND,San Francisco Area of Responsibility,2
THAILAND,Seattle Area of Responsibility,2
TOGO,Atlanta Area of Responsibility,1
TOGO,Baltimore Area of Responsibility,1
TOGO,Buffalo Area of Responsibility,1
TOGO,Chicago Area of Responsibility,2
TOGO,Denver Area of Responsibility,2
TOGO,El Paso Area of Responsibility,1
TOGO,New Orleans Area of Responsibility,1
TOGO,New York City Area of Responsibility,1
TOGO,Newark Area of Responsibility,1
TONGA,Dallas Area of Responsibility,1
TONGA,Miami Area of Responsibility,1
TONGA,Phoenix Area of Responsibility,1
TONGA,Salt Lake City Area of Responsibility,7
TONGA,San Francisco Area of Responsibility,4
TONGA,Seattle Area of Responsibility,2
TRINIDAD AND TOBAGO,Atlanta Area of Responsibility,3
TRINIDAD AND TOBAGO,Baltimore Area of Responsibility,3
TRINIDAD AND TOBAGO,Boston Area of Responsibility,6
TRINIDAD AND TOBAGO,Buffalo Area of Responsibility,15
TRINIDAD AND TOBAGO,Chicago Area of Responsibility,2
TRINIDAD AND TOBAGO,Detroit Area of Responsibility,1
TRINIDAD AND TOBAGO,Harlingen Area of Responsibility,2
TRINIDAD AND TOBAGO,Los Angeles Area of Responsibility,1
TRINIDAD AND TOBAGO,Miami Area of Responsibility,22
TRINIDAD AND TOBAGO,New Orleans Area of Responsibility,7
TRINIDAD AND TOBAGO,New York City Area of Responsibility,6
TRINIDAD AND TOBAGO,Newark Area of Responsibility,6
TRINIDAD AND TOBAGO,Philadelphia Area of Responsibility,8
TRINIDAD AND TOBAGO,Phoenix Area of Responsibility,1
TRINIDAD AND TOBAGO,Seattle Area of Responsibility,1
TRINIDAD AND TOBAGO,Washington Area of Responsibility,2
TUNISIA,Chicago Area of Responsibility,1
TUNISIA,Dallas Area of Responsibility,2
TUNISIA,Detroit Area of Responsibility,1
TUNISIA,Miami Area of Responsibility,5
TUNISIA,Philadelphia Area of Responsibility,2
TUNISIA,San Antonio Area of Responsibility,1
TUNISIA,Seattle Area of Responsibility,1
TUNISIA,Washington Area of Responsibility,1
TURKIYE,Atlanta Area of Responsibility,3
TURKIYE,Baltimore Area of Responsibility,6
TURKIYE,Boston Area of Responsibility,17
TURKIYE,Buffalo Area of Responsibility,8
TURKIYE,Chicago Area of Responsibility,2
TURKIYE,Dallas Area of Responsibility,6
TURKIYE,Denver Area of Responsibility,1
TURKIYE,Detroit Area of Responsibility,8
TURKIYE,El Paso Area of Responsibility,1
TURKIYE,Harlingen Area of Responsibility,2
TURKIYE,Houston Area of Responsibility,3
TURKIYE,Los Angeles Area of Responsibility,4
TURKIYE,Miami Area of Responsibility,12
TURKIYE,New Orleans Area of Responsibility,6
TURKIYE,New York City Area of Responsibility,23
TURKIYE,Newark Area of Responsibility,28
TURKIYE,Philadelphia Area of Responsibility,13
TURKIYE,Phoenix Area of Responsibility,4
TURKIYE,San Antonio Area of Responsibility,14
TURKIYE,San Diego Area of Responsibility,4
TURKIYE,San Francisco Area of Responsibility,5
TURKIYE,Seattle Area of Responsibility,3
TURKIYE,St. Paul Area of Responsibility,1
TURKIYE,Washington Area of Responsibility,8
TURKS AND CAICOS ISLANDS,Miami Area of Responsibility,3
UGANDA,Boston Area of Responsibility,6
UGANDA,Chicago Area of Responsibility,1
UGANDA,Detroit Area of Responsibility,1
UGANDA,Houston Area of Responsibility,1
UGANDA,Los Angeles Area of Responsibility,1
UGANDA,Phoenix Area of Responsibility,1
UGANDA,San Francisco Area of Responsibility,1
UGANDA,Seattle Area of Responsibility,1
UGANDA,St. Paul Area of Responsibility,1
UGANDA,Washington Area of Responsibility,1
UKRAINE,Atlanta Area of Responsibility,3
UKRAINE,Boston Area of Responsibility,1
UKRAINE,Buffalo Area of Responsibility,2
UKRAINE,Chicago Area of Responsibility,10
UKRAINE,Denver Area of Responsibility,2
UKRAINE,Detroit Area of Responsibility,3
UKRAINE,Houston Area of Responsibility,1
UKRAINE,Los Angeles Area of Responsibility,1
UKRAINE,Miami Area of Responsibility,8
UKRAINE,New Orleans Area of Responsibility,5
UKRAINE,New York City Area of Responsibility,1
UKRAINE,Newark Area of Responsibility,3
UKRAINE,Philadelphia Area of Responsibility,2
UKRAINE,San Francisco Area of Responsibility,1
UKRAINE,Seattle Area of Responsibility,14
UKRAINE,St. Paul Area of Responsibility,2
UNITED ARAB EMIRATES,Philadelphia Area of Responsibility,1
UNITED KINGDOM,Atlanta Area of Responsibility,2
UNITED KINGDOM,Baltimore Area of Responsibility,3
UNITED KINGDOM,Boston Area of Responsibility,13
UNITED KINGDOM,Buffalo Area of Responsibility,2
UNITED KINGDOM,Chicago Area of Responsibility,8
UNITED KINGDOM,Dallas Area of Responsibility,4
UNITED KINGDOM,Denver Area of Responsibility,3
UNITED KINGDOM,Detroit Area of Responsibility,3
UNITED KINGDOM,Harlingen Area of Responsibility,1
UNITED KINGDOM,Houston Area of Responsibility,5
UNITED KINGDOM,Los Angeles Area of Responsibility,3
UNITED KINGDOM,Miami Area of Responsibility,20
UNITED KINGDOM,New Orleans Area of Responsibility,8
UNITED KINGDOM,New York City Area of Responsibility,6
UNITED KINGDOM,Newark Area of Responsibility,15
UNITED KINGDOM,Philadelphia Area of Responsibility,15
UNITED KINGDOM,Phoenix Area of Responsibility,1
UNITED KINGDOM,Salt Lake City Area of Responsibility,3
UNITED KINGDOM,San Antonio Area of Responsibility,1
UNITED KINGDOM,San Diego Area of Responsibility,1
UNITED KINGDOM,Seattle Area of Responsibility,3
UNITED KINGDOM,St. Paul Area of Responsibility,3
UNITED KINGDOM,Washington Area of Responsibility,9
URUGUAY,Atlanta Area of Responsibility,5
URUGUAY,Boston Area of Responsibility,1
URUGUAY,Chicago Area of Responsibility,1
URUGUAY,Dallas Area of Responsibility,3
URUGUAY,Houston Area of Responsibility,1
URUGUAY,Miami Area of Responsibility,12
URUGUAY,New Orleans Area of Responsibility,3
URUGUAY,New York City Area of Responsibility,3
URUGUAY,Newark Area of Responsibility,1
URUGUAY,Salt Lake City Area of Responsibility,2
URUGUAY,San Francisco Area of Responsibility,2
USSR,Chicago Area of Responsibility,1
USSR,Harlingen Area of Responsibility,1
USSR,Los Angeles Area of Responsibility,2
USSR,Miami Area of Responsibility,2
USSR,Philadelphia Area of Responsibility,1
USSR,San Francisco Area of Responsibility,1
USSR,Seattle Area of Responsibility,1
UZBEKISTAN,Atlanta Area of Responsibility,6
UZBEKISTAN,Baltimore Area of Responsibility,14
UZBEKISTAN,Buffalo Area of Responsibility,5
UZBEKISTAN,Chicago Area of Responsibility,10
UZBEKISTAN,Dallas Area of Responsibility,1
UZBEKISTAN,Denver Area of Responsibility,21
UZBEKISTAN,Detroit Area of Responsibility,36
UZBEKISTAN,El Paso Area of Responsibility,2
UZBEKISTAN,Los Angeles Area of Responsibility,4
UZBEKISTAN,Miami Area of Responsibility,5
UZBEKISTAN,New Orleans Area of Responsibility,25
UZBEKISTAN,New York City Area of Responsibility,107
UZBEKISTAN,Newark Area of Responsibility,6
UZBEKISTAN,Philadelphia Area of Responsibility,119
UZBEKISTAN,Phoenix Area of Responsibility,3
UZBEKISTAN,Salt Lake City Area of Responsibility,1
UZBEKISTAN,San Diego Area of Responsibility,5
UZBEKISTAN,San Francisco Area of Responsibility,5
UZBEKISTAN,Seattle Area of Responsibility,3
UZBEKISTAN,St. Paul Area of Responsibility,2
UZBEKISTAN,Washington Area of Responsibility,1
VENEZUELA,Atlanta Area of Responsibility,533
VENEZUELA,Baltimore Area of Responsibility,41
VENEZUELA,Boston Area of Responsibility,51
VENEZUELA,Buffalo Area of Responsibility,56
VENEZUELA,Chicago Area of Responsibility,420
VENEZUELA,Dallas Area of Responsibility,855
VENEZUELA,Denver Area of Responsibility,452
VENEZUELA,Detroit Area of Responsibility,194
VENEZUELA,El Paso Area of Responsibility,235
VENEZUELA,HQ Area of Responsibility,2
VENEZUELA,Harlingen Area of Responsibility,520
VENEZUELA,Houston Area of Responsibility,546
VENEZUELA,Los Angeles Area of Responsibility,67
VENEZUELA,Miami Area of Responsibility,608
VENEZUELA,New Orleans Area of Responsibility,297
VENEZUELA,New York City Area of Responsibility,281
VENEZUELA,Newark Area of Responsibility,231
VENEZUELA,Philadelphia Area of Responsibility,76
VENEZUELA,Phoenix Area of Responsibility,138
VENEZUELA,Salt Lake City Area of Responsibility,95
VENEZUELA,San Antonio Area of Responsibility,720
VENEZUELA,San Diego Area of Responsibility,7
VENEZUELA,San Francisco Area of Responsibility,9
VENEZUELA,Seattle Area of Responsibility,140
VENEZUELA,St. Paul Area of Responsibility,61
VENEZUELA,Washington Area of Responsibility,83
VIETNAM,Atlanta Area of Responsibility,18
VIETNAM,Baltimore Area of Responsibility,2
VIETNAM,Boston Area of Responsibility,4
VIETNAM,Buffalo Area of Responsibility,6
VIETNAM,Chicago Area of Responsibility,10
VIETNAM,Dallas Area of Responsibility,9
VIETNAM,Detroit Area of Responsibility,2
VIETNAM,El Paso Area of Responsibility,11
VIETNAM,Harlingen Area of Responsibility,1
VIETNAM,Houston Area of Responsibility,26
VIETNAM,Los Angeles Area of Responsibility,136
VIETNAM,Miami Area of Responsibility,5
VIETNAM,New Orleans Area of Responsibility,24
VIETNAM,Newark Area of Responsibility,2
VIETNAM,Philadelphia Area of Responsibility,4
VIETNAM,Phoenix Area of Responsibility,4
VIETNAM,Salt Lake City Area of Responsibility,3
VIETNAM,San Antonio Area of Responsibility,6
VIETNAM,San Diego Area of Responsibility,6
VIETNAM,San Francisco Area of Responsibility,19
VIETNAM,Seattle Area of Responsibility,2
VIETNAM,St. Paul Area of Responsibility,2
VIETNAM,Washington Area of Responsibility,2
YEMEN,Atlanta Area of Responsibility,1
YEMEN,Boston Area of Responsibility,1
YEMEN,Buffalo Area of Responsibility,1
YEMEN,Dallas Area of Responsibility,2
YEMEN,Detroit Area of Responsibility,3
YEMEN,Houston Area of Responsibility,1
YEMEN,New Orleans Area of Responsibility,2
YEMEN,New York City Area of Responsibility,2
YEMEN,Philadelphia Area of Responsibility,1
YEMEN,San Diego Area of Responsibility,2
YUGOSLAVIA,Los Angeles Area of Responsibility,1
YUGOSLAVIA,New York City Area of Responsibility,1
ZAMBIA,Atlanta Area of Responsibility,1
ZAMBIA,Baltimore Area of Responsibility,1
ZAMBIA,Buffalo Area of Responsibility,1
ZAMBIA,Chicago Area of Responsibility,1
ZAMBIA,Dallas Area of Responsibility,3
ZAMBIA,Detroit Area of Responsibility,2
ZAMBIA,Philadelphia Area of Responsibility,1
ZAMBIA,Seattle Area of Responsibility,2
ZAMBIA,St. Paul Area of Responsibility,1
ZIMBABWE,Atlanta Area of Responsibility,1
ZIMBABWE,Dallas Area of Responsibility,1
ZIMBABWE,Harlingen Area of Responsibility,2
ZIMBABWE,Houston Area of Responsibility,2
ZIMBABWE,New Orleans Area of Responsibility,1
ZIMBABWE,Newark Area of Responsibility,2
ZIMBABWE,St. Paul Area of Responsibility,2
