Citizenship Country,Atlanta Area of Responsibility,Baltimore Area of Responsibility,Boston Area of Responsibility,Buffalo Area of Responsibility,Chicago Area of Responsibility,Dallas Area of Responsibility,Denver Area of Responsibility,Detroit Area of Responsibility,El Paso Area of Responsibility,HQ Area of Responsibility,Harlingen Area of Responsibility,Houston Area of Responsibility,Los Angeles Area of Responsibility,Miami Area of Responsibility,New Orleans Area of Responsibility,New York City Area of Responsibility,Newark Area of Responsibility,Philadelphia Area of Responsibility,Phoenix Area of Responsibility,Salt Lake City Area of Responsibility,San Antonio Area of Responsibility,San Diego Area of Responsibility,San Francisco Area of Responsibility,Seattle Area of Responsibility,St. Paul Area of Responsibility,Washington Area of Responsibility
MOZAMBIQUE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0
NAMIBIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEPAL,0.0,5.71,5.71,2.86,2.86,17.14,2.86,0.0,0.0,0.0,0.0,5.71,0.0,0.0,0.0,11.43,0.0,2.86,5.71,0.0,31.43,0.0,0.0,2.86,0.0,2.86
NETHERLANDS,0.0,0.0,5.88,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,41.18,5.88,0.0,5.88,17.65,0.0,5.88,0.0,0.0,0.0,5.88,0.0,0.0
NETHERLANDS ANTILLES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEW ZEALAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,0.0
NICARAGUA,4.68,1.36,0.78,0.23,13.59,6.2,0.73,3.5,0.34,0.0,3.82,4.63,8.54,11.94,8.06,2.85,2.0,0.53,0.75,0.67,17.22,0.04,0.73,1.4,4.52,0.88
NIGER,15.38,0.0,0.0,0.0,0.0,15.38,0.0,23.08,0.0,0.0,0.0,7.69,7.69,0.0,7.69,0.0,7.69,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIGERIA,8.68,5.28,3.77,0.38,12.08,16.23,0.75,1.51,1.51,0.0,0.0,10.19,3.4,3.4,6.79,1.13,6.04,8.3,0.75,1.13,0.75,0.75,0.75,1.89,3.4,1.13
NORTH MACEDONIA,0.0,0.0,0.0,0.0,16.67,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0
NORWAY,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAKISTAN,2.25,1.12,6.74,2.25,5.62,6.74,0.0,3.37,0.0,0.0,1.12,11.24,4.49,4.49,1.12,11.24,5.62,5.62,3.37,0.0,2.25,4.49,1.12,0.0,0.0,15.73
PALAU,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,20.0,0.0
PANAMA,0.86,2.59,3.45,1.72,7.76,1.72,0.86,1.72,1.72,0.0,0.0,4.31,1.72,11.21,5.17,19.83,11.21,5.17,0.86,0.0,12.07,0.0,0.86,0.0,2.59,2.59
PAPUA NEW GUINEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARAGUAY,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,45.0,10.0,5.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0
PERU,3.1,1.95,3.46,1.15,4.26,2.79,2.11,0.92,0.72,0.0,2.67,1.03,8.64,5.93,1.87,17.03,20.02,1.71,0.76,8.08,3.1,0.32,1.51,3.06,0.36,3.46
PHILIPPINES,0.84,1.68,0.84,2.52,4.2,0.0,0.84,0.84,0.0,0.0,0.84,1.68,14.29,8.4,7.56,1.68,3.36,3.36,1.68,8.4,0.84,0.0,24.37,9.24,0.84,1.68
POLAND,1.89,1.89,3.77,0.0,7.55,3.77,1.89,0.0,0.0,0.0,0.0,1.89,5.66,13.21,5.66,5.66,15.09,13.21,5.66,1.89,0.0,0.0,0.0,0.0,5.66,5.66
PORTUGAL,4.35,2.17,41.3,0.0,2.17,6.52,0.0,0.0,0.0,0.0,0.0,4.35,0.0,15.22,2.17,2.17,17.39,0.0,0.0,2.17,0.0,0.0,0.0,0.0,0.0,0.0
ROMANIA,4.19,2.95,2.17,0.31,12.11,4.81,1.24,3.88,0.31,0.0,0.31,7.3,5.43,11.34,8.7,1.09,3.57,4.97,2.8,5.9,4.66,0.62,0.31,3.73,3.57,3.73
RUSSIA,3.47,0.58,2.6,1.16,3.47,0.58,8.96,4.62,0.29,0.29,0.29,1.16,14.16,8.38,4.34,11.56,2.6,11.56,2.31,0.58,1.16,1.73,6.07,6.65,0.58,0.87
RWANDA,0.0,0.0,47.06,0.0,0.0,0.0,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53,5.88,0.0,0.0,0.0,0.0,11.76,0.0
SAMOA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,0.0,0.0,12.5,0.0,12.5,25.0,25.0,0.0,0.0
SAO TOME AND PRINCIPE,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAUDI ARABIA,0.0,0.0,6.67,0.0,20.0,13.33,0.0,20.0,0.0,0.0,6.67,0.0,0.0,6.67,0.0,0.0,6.67,0.0,6.67,6.67,0.0,0.0,0.0,6.67,0.0,0.0
SENEGAL,11.02,6.3,0.0,0.79,19.69,2.36,0.79,8.66,0.0,0.0,0.0,1.57,0.0,0.0,12.6,19.69,1.57,6.3,2.36,0.0,1.57,0.0,0.79,0.79,3.15,0.0
SERBIA,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIERRA LEONE,0.0,4.0,4.0,8.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,24.0,4.0,4.0,0.0,8.0,0.0,4.0,0.0,12.0
SINT MAARTEN(DUTCH),0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLOVAKIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,66.67,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLOVENIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
SOMALIA,4.05,0.0,2.7,1.35,10.81,1.35,5.41,9.46,0.0,0.0,0.0,1.35,0.0,0.0,5.41,0.0,0.0,0.0,2.7,5.41,0.0,10.81,2.7,9.46,27.03,0.0
SOUTH AFRICA,7.41,0.0,3.7,0.0,7.41,7.41,3.7,7.41,3.7,0.0,0.0,0.0,7.41,14.81,3.7,3.7,7.41,0.0,0.0,3.7,3.7,0.0,0.0,0.0,7.41,7.41
SOUTH KOREA,13.33,2.22,2.22,2.22,2.22,11.11,0.0,0.0,2.22,0.0,0.0,0.0,8.89,0.0,6.67,0.0,11.11,2.22,2.22,6.67,2.22,0.0,6.67,11.11,2.22,4.44
SOUTH SUDAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,0.0,0.0,0.0,16.67,16.67,0.0,0.0,0.0,0.0,0.0,33.33
SPAIN,0.79,0.0,7.09,0.0,7.87,4.72,0.0,0.79,0.0,0.0,2.36,3.15,2.36,33.86,3.15,2.36,14.17,7.87,0.79,3.94,1.57,0.0,0.0,0.79,1.57,0.79
SRI LANKA,0.0,0.0,0.0,20.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
ST. KITTS-NEVIS,0.0,14.29,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,14.29,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.29,0.0
ST. LUCIA,0.0,0.0,6.25,12.5,0.0,6.25,0.0,0.0,0.0,0.0,0.0,18.75,0.0,37.5,0.0,0.0,12.5,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0
ST. VINCENT-GRENADINES,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUDAN,0.0,0.0,1.75,5.26,8.77,3.51,1.75,5.26,1.75,0.0,0.0,10.53,1.75,1.75,7.02,0.0,0.0,3.51,8.77,5.26,10.53,7.02,1.75,3.51,10.53,0.0
SURINAME,0.0,0.0,11.11,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0
SWEDEN,25.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,0.0,0.0,12.5,25.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SWITZERLAND,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYRIA,2.13,0.0,0.0,0.0,4.26,14.89,10.64,2.13,0.0,0.0,0.0,4.26,12.77,2.13,6.38,0.0,2.13,0.0,2.13,0.0,34.04,0.0,2.13,0.0,0.0,0.0
TAIWAN,5.88,0.0,0.0,0.0,0.0,11.76,5.88,11.76,0.0,0.0,0.0,23.53,0.0,0.0,11.76,11.76,0.0,11.76,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0
TAJIKISTAN,0.0,1.96,0.0,1.96,9.8,0.0,9.8,1.96,0.0,0.0,0.0,0.0,11.76,3.92,1.96,29.41,1.96,21.57,0.0,0.0,0.0,0.0,0.0,0.0,1.96,1.96
TANZANIA,0.0,0.0,23.08,0.0,7.69,15.38,0.0,7.69,7.69,0.0,0.0,7.69,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,15.38
THAILAND,3.03,3.03,3.03,0.0,9.09,12.12,3.03,0.0,0.0,0.0,0.0,6.06,9.09,15.15,3.03,0.0,6.06,3.03,9.09,3.03,0.0,0.0,6.06,6.06,0.0,0.0
TOGO,9.09,9.09,0.0,9.09,18.18,0.0,18.18,0.0,9.09,0.0,0.0,0.0,0.0,0.0,9.09,9.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TONGA,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,0.0,0.0,6.25,43.75,0.0,0.0,25.0,12.5,0.0,0.0
TRINIDAD AND TOBAGO,3.49,3.49,6.98,17.44,2.33,0.0,0.0,1.16,0.0,0.0,2.33,0.0,1.16,25.58,8.14,6.98,6.98,9.3,1.16,0.0,0.0,0.0,0.0,1.16,0.0,2.33
TUNISIA,0.0,0.0,0.0,0.0,7.14,14.29,0.0,7.14,0.0,0.0,0.0,0.0,0.0,35.71,0.0,0.0,0.0,14.29,0.0,0.0,7.14,0.0,0.0,7.14,0.0,7.14
TURKIYE,1.65,3.3,9.34,4.4,1.1,3.3,0.55,4.4,0.55,0.0,1.1,1.65,2.2,6.59,3.3,12.64,15.38,7.14,2.2,0.0,7.69,2.2,2.75,1.65,0.55,4.4
TURKS AND CAICOS ISLANDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UGANDA,0.0,0.0,40.0,0.0,6.67,0.0,0.0,6.67,0.0,0.0,0.0,6.67,6.67,0.0,0.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,6.67,6.67,6.67,6.67
UKRAINE,5.08,0.0,1.69,3.39,16.95,0.0,3.39,5.08,0.0,0.0,0.0,1.69,1.69,13.56,8.47,1.69,5.08,3.39,0.0,0.0,0.0,0.0,1.69,23.73,3.39,0.0
UNITED ARAB EMIRATES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UNITED KINGDOM,1.52,2.27,9.85,1.52,6.06,3.03,2.27,2.27,0.0,0.0,0.76,3.79,2.27,15.15,6.06,4.55,11.36,11.36,0.76,2.27,0.76,0.76,0.0,2.27,2.27,6.82
URUGUAY,14.71,0.0,2.94,0.0,2.94,8.82,0.0,0.0,0.0,0.0,0.0,2.94,0.0,35.29,8.82,8.82,2.94,0.0,0.0,5.88,0.0,0.0,5.88,0.0,0.0,0.0
USSR,0.0,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,0.0,11.11,0.0,22.22,22.22,0.0,0.0,0.0,11.11,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0
UZBEKISTAN,1.57,3.67,0.0,1.31,2.62,0.26,5.51,9.45,0.52,0.0,0.0,0.0,1.05,1.31,6.56,28.08,1.57,31.23,0.79,0.26,0.0,1.31,1.31,0.79,0.52,0.26
VENEZUELA,7.93,0.61,0.76,0.83,6.25,12.73,6.73,2.89,3.5,0.03,7.74,8.13,1.0,9.05,4.42,4.18,3.44,1.13,2.05,1.41,10.72,0.1,0.13,2.08,0.91,1.24
VIETNAM,5.92,0.66,1.32,1.97,3.29,2.96,0.0,0.66,3.62,0.0,0.33,8.55,44.74,1.64,7.89,0.0,0.66,1.32,1.32,0.99,1.97,1.97,6.25,0.66,0.66,0.66
YEMEN,6.25,0.0,6.25,6.25,0.0,12.5,0.0,18.75,0.0,0.0,0.0,6.25,0.0,0.0,12.5,12.5,0.0,6.25,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0
YUGOSLAVIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZAMBIA,7.69,7.69,0.0,7.69,7.69,23.08,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,15.38,7.69,0.0
ZIMBABWE,9.09,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,18.18,18.18,0.0,0.0,9.09,0.0,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,0.0
